Accession	Title	Series Type	Taxonomy	Sample Count	Datasets	Supplementary Types	Supplementary Links	PubMed ID	SRA Accession	Contact	Release Date
GSE12971	"MCF-7 Luciferase, PARP-1, PARG, SIRT1, and macroH2A Knockdown"	"Expression profiling by array"	"Homo sapiens"	15		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE12nnn/GSE12971/suppl"	19812418;19478080		"W. Lee Kraus"	"Jan 31, 2010"
GSE16759	"mRNA and  miRNA expression in parietal lobe cortex in Alzheimer's disease"	"Expression profiling by array;Non-coding RNA profiling by array"	"Homo sapiens"	16		"CEL;XLS"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE16nnn/GSE16759/suppl"	20126538		"Juan Nunez-Iglesias"	"Jan 31, 2010"
GSE17616	"A map of open chromatin in human pancreatic islets"	"Genome binding/occupancy profiling by high throughput sequencing;Genome binding/occupancy profiling by genome tiling array"	"Homo sapiens"	5		"BED;PAIR;WIG"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE17nnn/GSE17616/suppl"	20118932	SRP001837	"Kyle Jeffrie Gaulton"	"Jan 31, 2010"
GSE19276	"Osteosarcoma is characterized by impaired osteoclastogenesis and antigen presentation compared to normal bone"	"Expression profiling by array"	"Homo sapiens"	49		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE19nnn/GSE19276/suppl"	20551950		"Liliana Beatriz Endo-Munoz"	"Jan 31, 2010"
GSE19976	"Gene expression analysis of lung biopsies from patients with two different forms of pulmonary sarcoidosis"	"Expression profiling by array"	"Homo sapiens"	15	GDS3705	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE19nnn/GSE19976/suppl"	20194811		"Ling-Pei Ho"	"Jan 31, 2010"
GSE17476	"Expression data from E161K LMNA mutant heart and control"	"Expression profiling by array"	"Homo sapiens"	8		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE17nnn/GSE17476/suppl"			"Stephanie K Mewborn"	"Jan 30, 2010"
GSE20099	"microRNA/UCR expression profiling of human Barrett's carcinogenesis"	"Non-coding RNA profiling by array"	"Homo sapiens;Mus musculus"	51		"GPR"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE20nnn/GSE20099/suppl"	21128279;25216530		"Matteo Fassan"	"Jan 30, 2010"
GSE20114	"DHA supplementation suppresses LDLR and OLR1 gene expression in blood cells from hypertriglyceridemic men"	"Expression profiling by array"	"Homo sapiens"	15		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE20nnn/GSE20114/suppl"	21775114		"Kevin Dawson"	"Jan 30, 2010"
GSE11421	"HNF-1alpha Triggers Initiation of the Human Intestinal Cell Differentiation Program in Cooperation with Cdx-2 and GATA-4"	"Expression profiling by array"	"Homo sapiens"	8		"TAV"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE11nnn/GSE11421/suppl"	20133952		"Jean-François Beaulieu"	"Jan 29, 2010"
GSE20086	"Heterogeneity of gene expression in stromal fibroblasts of human breast carcinomas and normal breast"	"Expression profiling by array"	"Homo sapiens"	12		"CEL;XLS"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE20nnn/GSE20086/suppl"	20062080		"Andreas Friedl"	"Jan 29, 2010"
GSE20088	"Profiling of genes deregulated in CD4+ T cells expressing constitutively full-length or first-exon Tat protein of HIV-1"	"Expression profiling by array"	"Homo sapiens"	9		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE20nnn/GSE20088/suppl"	20139419		"Sergio Callejas"	"Jan 29, 2010"
GSE7014	"Expression data from DM1, DM2 and Normal Adult Skeletal Muscle Biopsies"	"Expression profiling by array"	"Homo sapiens"	36		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE7nnn/GSE7014/suppl"	20066428;20971734;21104860		"Mario Sirito"	"Jan 28, 2010"
GSE15548	"SAFB1 mediates repression of immune regulators and apoptotic genes in breast cancer cells"	"Expression profiling by array"	"Homo sapiens"	29		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE15nnn/GSE15548/suppl"	19901029		"Chad Creighton"	"Jan 28, 2010"
GSE16568	"Gene expression analyses of mir-22 overexpression in ovarian clear cell cancer cell line"	"Expression profiling by array"	"Homo sapiens"	6		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE16nnn/GSE16568/suppl"	20081105		"Chad Creighton"	"Jan 28, 2010"
GSE16569	"Gene expression analyses of mir-30a knockdown in ovarian clear cell cancer cell line"	"Expression profiling by array"	"Homo sapiens"	6		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE16nnn/GSE16569/suppl"	20081105		"Chad Creighton"	"Jan 28, 2010"
GSE16570	"Gene expression analyses of ovarian clear cell cancer cell lines"	"Expression profiling by array"	"Homo sapiens"	16		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE16nnn/GSE16570/suppl"	20081105		"Chad Creighton"	"Jan 28, 2010"
GSE16571	"Gene expression analyses of mir-100 overexpression in ovarian clear cell cancer cell line"	"Expression profiling by array"	"Homo sapiens"	6		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE16nnn/GSE16571/suppl"	20081105		"Chad Creighton"	"Jan 28, 2010"
GSE16572	"Gene expression analyses of mir-182 knockdown in ovarian clear cell cancer cell line"	"Expression profiling by array"	"Homo sapiens"	6		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE16nnn/GSE16572/suppl"	20081105		"Chad Creighton"	"Jan 28, 2010"
GSE16574	"Gene expression analyses of putative miRNA targets in ovarian clear cell cancer cell lines"	"Expression profiling by array"	"Homo sapiens"	40		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE16nnn/GSE16574/suppl"	20081105		"Chad Creighton"	"Jan 28, 2010"
GSE19821	"Rheumatoid arthritis and anti-TNF treatment"	"Expression profiling by array"	"Homo sapiens"	30				20096109		"Lisa G.W. van Baarsen"	"Jan 28, 2010"
GSE20013	"Transcriptional Characterization of Human Embryonic Stem Cell-Derived Endothelial Cells"	"Expression profiling by array"	"Homo sapiens"	16		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE20nnn/GSE20013/suppl"	20046878;24463812		"Kitchener D. Wilson"	"Jan 28, 2010"
GSE20025	"Comparative Genomic Hybridization: genomic control vs. Ullrich Congenital Muscular Dystrophy and Bethlem myopathy"	"Genome variation profiling by genome tiling array"	"Homo sapiens"	8		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE20nnn/GSE20025/suppl"	20302629		"Matteo Bovolenta"	"Jan 28, 2010"
GSE20070	"Regulation of Fibroblast Growth Factor-2 by an endogenous antisense RNA and by Argonaute-2"	"Expression profiling by array"	"Homo sapiens"	2		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE20nnn/GSE20070/suppl"	20197313		"Paul R Murphy"	"Jan 28, 2010"
GSE17549	"Loss-of-function mutations in REP-1 affect intracellular vesicle transport in fibroblasts and monocytes of CHM patients"	"Expression profiling by array"	"Homo sapiens"	15		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE17nnn/GSE17549/suppl"	20027300		"Jennifer Barb"	"Jan 27, 2010"
GSE17952	"Human T cells isolated from healthy European and African American blood donors: Control vs. Interferon alpha 2b-treated"	"Expression profiling by array"	"Homo sapiens"	192		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE17nnn/GSE17952/suppl"	20080756		"Francesco Maria Marincola"	"Jan 27, 2010"
GSE12131	"Transcriptome of Bacillus anthracis lethal toxin (LT)-intoxicated HUVECs monolayers"	"Expression profiling by array"	"Homo sapiens"	4		"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE12nnn/GSE12131/suppl"	20088950		"emmanuel lemichez"	"Jan 26, 2010"
GSE16446	"Multifactorial Approach to Predicting Resistance to Anthracyclines"	"Expression profiling by array"	"Homo sapiens"	120		"CEL;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE16nnn/GSE16446/suppl"	21422418;20098429;20189874		"Benjamin Haibe-Kains"	"Jan 26, 2010"
GSE20028	"Identification of miR-145 or miR-133a target genes in squamous cell carcinoma"	"Expression profiling by array"	"Homo sapiens"	4		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE20nnn/GSE20028/suppl"	22089643		"Naohiko Seki"	"Jan 26, 2010"
GSE19986	"U87MG Decoded: The Genomic Sequence of a Cytogenetically Aberrant Human Cancer Cell Line"	"SNP genotyping by SNP array;Genome variation profiling by SNP array;Genome variation profiling by high throughput sequencing"	"Homo sapiens"	2		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE19nnn/GSE19986/suppl"	20126413	SRP001699	"Stanley F Nelson"	"Jan 25, 2010"
GSE20019	"ChIP-chip from the follicular lymphoma cell line RL with H3K4me3, H3K37me3 and Suz12"	"Genome binding/occupancy profiling by genome tiling array"	"Homo sapiens"	3		"PAIR"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE20nnn/GSE20019/suppl"	20927367		"Huidong Shi"	"Jan 24, 2010"
GSE14538	"Effect of mesalazine on Caco2 cells"	"Expression profiling by array"	"Homo sapiens"	2		"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE14nnn/GSE14538/suppl"	19785626		"Alexis Grande"	"Jan 23, 2010"
GSE15197	"RNA Expression Profiling of Lung Tissue Identifies Mutually Distinct Molecular Signatures in PAH and PH Secondary to IPF"	"Expression profiling by array"	"Homo sapiens"	39		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE15nnn/GSE15197/suppl"	20081107		"Ferhaan Ahmad"	"Jan 22, 2010"
GSE19529	"Expression data from fibroblasts cultured from oesophageal biopsies, taken from metaplasia, dysplasia and EAC specimens."	"Expression profiling by array"	"Homo sapiens"	13		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE19nnn/GSE19529/suppl"	20080664		"Nicholas B Shannon"	"Jan 22, 2010"
GSE19632	"Stromal gene expression in human esophageal cancer"	"Expression profiling by array"	"Homo sapiens"	44		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE19nnn/GSE19632/suppl"	20080664		"James Hardwick"	"Jan 22, 2010"
GSE19974	"Systematic evaluation of genome-wide methylated DNA enrichment using a CpG island array"	"Methylation profiling by array"	"Homo sapiens"	17		"LSR"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE19nnn/GSE19974/suppl"	21211017		"Kunlin Zhang"	"Jan 22, 2010"
GSE19994	"Identifying genetic profiles for functionally distinct clonal populations derived from the Detroit 562 cell line"	"Expression profiling by array"	"Homo sapiens"	21		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE19nnn/GSE19994/suppl"			"Sarina Cameron"	"Jan 22, 2010"
GSE20016	"Analyses of Human Brain Metastases of Breast Cancer Reveal the Association between HK2 Up-Regulation and Poor Prognosis"	"Expression profiling by array"	"Homo sapiens"	17		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE20nnn/GSE20016/suppl"	19723875		"Sean Davis"	"Jan 22, 2010"
GSE20018	"Molecular profiling identifies prognostic subgroups of pediatric glioblastoma and shows increased tumor YB-1 expression"	"Expression profiling by array"	"Homo sapiens"	60		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE20nnn/GSE20018/suppl"	17401009		"Andre Nantel"	"Jan 22, 2010"
GSE18952	"Effects of IGF 1 on primary breast fibroblasts (normal and carcinoma associated)"	"Expression profiling by array"	"Homo sapiens"	12				20051100		"Michal Rajski"	"Jan 21, 2010"
GSE18953	"Effects of IGF 1 on MCF-7 breast cancer cells"	"Expression profiling by array"	"Homo sapiens"	4				20051100		"Michal Rajski"	"Jan 21, 2010"
GSE18954	"Effects of IGF 1 on CCL-171 fibroblasts"	"Expression profiling by array"	"Homo sapiens"	4				20051100		"Michal Rajski"	"Jan 21, 2010"
GSE18955	"Effects of IGF 1 on primary breast fibroblasts, MCF-7 breast cancer cells and CCL-171 fibroblasts"	"Expression profiling by array"	"Homo sapiens"	20				20051100		"Michal Rajski"	"Jan 21, 2010"
GSE16006	"MicroRNAs regulated by DAC"	"Non-coding RNA profiling by array"	"Homo sapiens;Mus musculus;Rattus norvegicus"	2		"TIFF;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE16nnn/GSE16006/suppl"	20080834		"Yutaka Hashimoto"	"Jan 20, 2010"
GSE16239	"Genes regulated by miR-181c"	"Expression profiling by array"	"Homo sapiens"	1		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE16nnn/GSE16239/suppl"	20080834		"Yutaka Hashimoto"	"Jan 20, 2010"
GSE17764	"Expression profiles associated with BRCA1 and BRCA2 mutation status in familial breast cancer patients"	"Expression profiling by array"	"Homo sapiens"	72		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE17nnn/GSE17764/suppl"	20174566		"Logan Walker"	"Jan 20, 2010"
GSE19761	"Expression data from Epstein-Barr virus -positive and negative Akata Burkitt's Lymphoma Clones"	"Expression profiling by array"	"Homo sapiens"	6		"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE19nnn/GSE19761/suppl"			"Rona S. Scott"	"Jan 20, 2010"
GSE19841	"Expanding the substantial interactome of NEMO using protein microarrays"	"Protein profiling by protein array"	"Escherichia coli;Homo sapiens"	3				20098747		"Beau Fenner"	"Jan 20, 2010"
GSE19940	"Human Negative Elongation Factor Activates Transcription and Regulates Alternative Transcription Initiation"	"Expression profiling by array"	"Homo sapiens"	30		"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE19nnn/GSE19940/suppl"	20028984		"Jianlong Sun"	"Jan 20, 2010"
GSE18732	"mRNA expression data from skeletal muscle of type 2 diabetes"	"Expression profiling by array"	"Homo sapiens"	118		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE18nnn/GSE18732/suppl"	20353613		"Iain Gallagher"	"Jan 19, 2010"
GSE18832	"mRNA profiling in rectus abdominis muscle from patients with upper GI cancer"	"Expression profiling by array"	"Homo sapiens"	21		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE18nnn/GSE18832/suppl"	20193046		"Iain Gallagher"	"Jan 19, 2010"
GSE19199	"Expression data from serum-starved control and CDK8 depleted cells following serum stimulation"	"Expression profiling by array"	"Homo sapiens"	8		"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE19nnn/GSE19199/suppl"	20098423		"Aaron Donner"	"Jan 19, 2010"
GSE19318	"Copy Number Abnormalities in Sporadic Canine Colorectal Cancers"	"Genome variation profiling by genome tiling array"	"Canis lupus familiaris;Homo sapiens"	11		"PAIR;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE19nnn/GSE19318/suppl"	20086242		"Jie Tang"	"Jan 19, 2010"
GSE14474	"The Effects of Static Magnetic Fields on Human Embryonic Cells"	"Expression profiling by array"	"Homo sapiens"	8		"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE14nnn/GSE14474/suppl"	19653909		"zhiyun wang"	"Jan 18, 2010"
GSE19921	"Down-regulation of ERBB3 by shRNA in the T47D cell line"	"Expression profiling by array"	"Homo sapiens"	8		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE19nnn/GSE19921/suppl"			"Amit Zeisel"	"Jan 16, 2010"
GSE16443	"Gene expression profiling of peripheral blood cells for early detection of breast cancer"	"Expression profiling by array"	"Homo sapiens"	130		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE16nnn/GSE16443/suppl"	20078854		"Jørgen Mømb Aarøe"	"Jan 15, 2010"
GSE17892	"HPV16 E7 expression effect on expression profile mediated by tumor necrosis factor"	"Expression profiling by array"	"Homo sapiens"	36				20042637		"Enrique Boccardo"	"Jan 15, 2010"
GSE19171	"Genome wide analysis of L1mAb treated SKOV3ip tumors in vivo"	"Expression profiling by array"	"Homo sapiens"	4		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE19nnn/GSE19171/suppl"			"Silke Wolterink"	"Jan 15, 2010"
GSE19864	"Gene expression profiles after RNAi-mediated suppression of RB, p107 or p130 in growing, quiescent or ras-induced senescent IMR90 cells"	"Expression profiling by array"	"Homo sapiens"	38		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE19nnn/GSE19864/suppl"	20385362		"Agustin Chicas"	"Jan 15, 2010"
GSE19898	"Genome-wide analysis of RB and p130 binding in human diploid fibroblasts"	"Genome binding/occupancy profiling by high throughput sequencing"	"Homo sapiens"	12		"BED"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE19nnn/GSE19898/suppl"	20385362	SRP001760	"Agustin Chicas"	"Jan 15, 2010"
GSE19899	"Dissecting the unique role of the retinoblastoma tumor suppressor during cellular senescence"	"Expression profiling by array;Genome binding/occupancy profiling by high throughput sequencing"	"Homo sapiens"	50		"BED;CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE19nnn/GSE19899/suppl"	20385362		"Agustin Chicas"	"Jan 15, 2010"
GSE19882	"Expression data from human lymphoma endothelium and reactive lymph node-derived endothelium"	"Expression profiling by array"	"Homo sapiens"	5		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE19nnn/GSE19882/suppl"	20176801		"ding ma"	"Jan 14, 2010"
GSE17459	"Down's syndrome with acute lymphoblastic pediatric leukemia (DS-ALL)"	"Expression profiling by array"	"Homo sapiens"	119		"CEL;PDF"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE17nnn/GSE17459/suppl"	19965641		"Libi Hertzberg"	"Jan 13, 2010"
GSE17558	"Whole-Genome Gene Expression Profiling of FFPE in Normal and Tumor Lung Tissue Samples"	"Expression profiling by array"	"Homo sapiens"	16		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE17nnn/GSE17558/suppl"	19997620		"Craig April"	"Jan 13, 2010"
GSE17564	"Whole-Genome Gene Expression of Formalin-Fixed, Paraffin-Embedded Intact and Artificially Degraded Tissue Samples"	"Expression profiling by array"	"Homo sapiens"	8		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE17nnn/GSE17564/suppl"	19997620		"Craig April"	"Jan 13, 2010"
GSE17565	"Whole-Genome Gene Expression Profiling of Formalin-Fixed, Paraffin-Embedded Tissue Samples - dilution series"	"Expression profiling by array"	"Homo sapiens"	32		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE17nnn/GSE17565/suppl"	19997620		"Craig April"	"Jan 13, 2010"
GSE17572	"Whole-Genome Gene Expression Profiling of Formalin-Fixed, Paraffin-Embedded Ovarian Tissue Samples"	"Expression profiling by array"	"Homo sapiens"	16		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE17nnn/GSE17572/suppl"	19997620		"Craig April"	"Jan 13, 2010"
GSE17573	"Whole-Genome Gene Expression Profiling of FFPE Raji and MCF-7 Mixed Ratio Tissue Samples"	"Expression profiling by array"	"Homo sapiens"	18		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE17nnn/GSE17573/suppl"	19997620		"Craig April"	"Jan 13, 2010"
GSE17575	"Whole-Genome Gene Expression Profiling of FFPE Tissue Samples with WG-DASL and IVT-based assays"	"Expression profiling by array"	"Homo sapiens"	8		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE17nnn/GSE17575/suppl"	19997620		"Craig April"	"Jan 13, 2010"
GSE17599	"Whole-Genome Gene Expression Profiling of Formalin-Fixed, Paraffin-Embedded Tissue Samples"	"Expression profiling by array"	"Homo sapiens"	164				19997620		"Craig April"	"Jan 13, 2010"
GSE18767	"Whole-Genome Gene Expression Profiling of Formalin-Fixed, Paraffin-Embedded Ovarian Tumor Tissue Samples: Ratios"	"Expression profiling by array"	"Homo sapiens"	42		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE18nnn/GSE18767/suppl"	19997620		"Craig April"	"Jan 13, 2010"
GSE18769	"Whole-Genome Gene Expression Profiling of Formalin-Fixed, Paraffin-Embedded Ovarian Tumor Tissue Samples: Dilutions"	"Expression profiling by array"	"Homo sapiens"	24		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE18nnn/GSE18769/suppl"	19997620		"Craig April"	"Jan 13, 2010"
GSE19523	"Affymetrix SNP array data for Genomic Instability and Myelodysplasia with Monosomy 7"	"Genome variation profiling by SNP array"	"Homo sapiens"	12		"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE19nnn/GSE19523/suppl"	20098431		"Sandrine Tchatchou"	"Jan 13, 2010"
GSE19651	"Discovery of common Asian copy number variants using high-resolution array CGH"	"Genome variation profiling by genome tiling array"	"Homo sapiens"	792		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE19nnn/GSE19651/suppl"	20364138		"Dongwan Hong"	"Jan 13, 2010"
GSE19853	"Gene expression profile of fresh human acute myeloid leukemia cells exposed ex vivo to AS602868"	"Expression profiling by array"	"Homo sapiens"	40		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE19nnn/GSE19853/suppl"	20844879		"Lars Petter Jordheim"	"Jan 13, 2010"
GSE15327	"Global Gene Expression Analysis Reveals Differences in Cellular Responses to Hydroxyl- and Superoxide Anion Radical-..."	"Expression profiling by array"	"Homo sapiens"	72		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE15nnn/GSE15327/suppl"	20044591		"Jacob Jan Briede"	"Jan 12, 2010"
GSE18700	"Genome-wide DNA methylation profiling of Acute Myeloid Leukemia"	"Methylation profiling by genome tiling array"	"Homo sapiens"	352		"PAIR"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE18nnn/GSE18700/suppl"	20060365;20855866;24668493		"Maria Eugenia Figueroa"	"Jan 12, 2010"
GSE19826	"Expression data from gastric cancer"	"Expression profiling by array"	"Homo sapiens"	27		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE19nnn/GSE19826/suppl"	21132402		"zhihai peng"	"Jan 12, 2010"
GSE16499	"Heart Failure Associated Changes in Alternative Splicing of Sarcomere Genes"	"Expression profiling by array"	"Homo sapiens"	30		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE16nnn/GSE16499/suppl"	20124440		"Sek Won Kong"	"Jan 11, 2010"
